"Datum","Necepljeni_potrjeni","Polno_cepljeni_potrjeni","Cepljeni_z_dodatnim_odmerkom_potrjeni","Necepljeni_7dnevno_povprecje","Polno_cepljeni_potrjeni_7dnevno_povprecje","Cepljeni_z_dodatnim_odmerkom_potrjeni_7dnevno_povprecje"
"28.11.2021","650","322","4","1493,4286","709,5714","17,1429"
"29.11.2021","1584","745","21","1408,7143","665,4286","17,4286"
"30.11.2021","1439","697","20","1333,1429","623,4286","17,1429"
"1.12.2021","1401","613","15","1286","597,1429","16,5714"
"2.12.2021","1099","526","20","1224","571","16"
"3.12.2021","1258","534","21","1197,1429","556,5714","16,5714"
"4.12.2021","716","326","18","1163,8571","537,5714","17"
"5.12.2021","496","215","14","1141,8571","522,2857","18,4286"
"6.12.2021","1296","559","21","1100,7143","495,7143","18,4286"
"7.12.2021","1241","509","20","1072,4286","468,8571","18,4286"
"8.12.2021","1130","475","16","1033,7143","449,1429","18,5714"
"9.12.2021","883","365","17","1002,8571","426,1429","18,1429"
"10.12.2021","956","417","22","959,7143","409,4286","18,2857"
"11.12.2021","516","214","14","931,1429","393,4286","17,7143"
"12.12.2021","450","188","4","924,5714","389,5714","16,2857"
"13.12.2021","1150","456","28","903,7143","374,8571","17,2857"
"14.12.2021","1016","438","31","871,5714","364,7143","18,8571"
"15.12.2021","917","344","18","841,1429","346","19,1429"
"16.12.2021","818","387","14","831,8571","349,1429","18,7143"
"17.12.2021","862","357","25","818,4286","340,5714","19,1429"
"18.12.2021","498","218","14","815,8571","341,1429","19,1429"
"19.12.2021","375","161","11","805,1429","337,2857","20,1429"
"20.12.2021","991","457","33","782,4286","337,4286","20,8571"
"21.12.2021","776","379","27","748,1429","329","20,2857"
"22.12.2021","732","314","24","721,7143","324,7143","21,1429"
"23.12.2021","718","380","35","707,4286","323,7143","24,1429"
"24.12.2021","667","306","33","679,5714","316,4286","25,2857"
"25.12.2021","404","205","21","666,1429","314,5714","26,2857"
"26.12.2021","425","211","19","673,2857","321,7143","27,4286"
"27.12.2021","1052","586","62","682","340,1429","31,5714"
"28.12.2021","1043","618","70","720,1429","374,2857","37,7143"
"29.12.2021","927","534","84","748","405,7143","46,2857"
"30.12.2021","1000","603","110","788,2857","437,5714","57"
"31.12.2021","874","525","97","817,8571","468,8571","66,1429"
"1.01.2022","437","252","48","822,5714","475,5714","70"
"2.01.2022","471","351","83","829,1429","495,5714","79,1429"
"3.01.2022","1597","1133","233","907","573,7143","103,5714"
"4.01.2022","1842","1413","245","1021,1429","687,2857","128,5714"
"5.01.2022","1688","1298","246","1129,8571","796,4286","151,7143"
"6.01.2022","1762","1347","301","1238,7143","902,7143","179"
"7.01.2022","2125","1378","297","1417,4286","1024,5714","207,5714"
"8.01.2022","1521","1098","249","1572,2857","1145,4286","236,2857"
"9.01.2022","1101","784","200","1662,2857","1207,2857","253"
"10.01.2022","2564","1543","366","1800,4286","1265,8571","272"
"11.01.2022","3654","2185","487","2059,2857","1376,1429","306,5714"
"12.01.2022","3328","2032","488","2293,5714","1481","341,1429"
"13.01.2022","3288","2119","556","2511,5714","1591,2857","377,5714"
"14.01.2022","3740","2119","563","2742,2857","1697,1429","415,5714"
"15.01.2022","3055","1673","459","2961,4286","1779,2857","445,5714"
"16.01.2022","2377","1456","378","3143,7143","1875,2857","471"
"17.01.2022","4338","2365","701","3397,1429","1992,7143","518,8571"
"18.01.2022","6197","3291","1020","3760,4286","2150,7143","595"
"19.01.2022","4986","2920","860","3997,2857","2277,5714","648,1429"
"20.01.2022","4770","2687","827","4209","2358,7143","686,8571"
"21.01.2022","4891","2689","916","4373,4286","2440,1429","737,2857"
"22.01.2022","6981","3790","1231","4934,2857","2742,5714","847,5714"
"23.01.2022","4019","2253","828","5168,8571","2856,4286","911,8571"
"24.01.2022","6183","3370","1277","5432,4286","3000","994,1429"
"25.01.2022","8585","4673","1642","5773,5714","3197,4286","1083"
"26.01.2022","6887","3742","1378","6045,1429","3314,8571","1157"
"27.01.2022","7950","4396","1862","6499,4286","3559","1304,8571"
"28.01.2022","6863","3938","1603","6781,1429","3737,4286","1403"
"29.01.2022","6592","3611","1484","6725,5714","3711,8571","1439,1429"
"30.01.2022","3938","2242","1011","6714","3710,2857","1465,2857"
"31.01.2022","5390","2947","1451","6600,7143","3649,8571","1490,1429"
"1.02.2022","11325","6092","2782","6992,1429","3852,5714","1653"
"2.02.2022","7675","4156","1962","7104,7143","3911,7143","1736,4286"
"3.02.2022","5229","2957","1461","6716","3706,1429","1679,1429"
"4.02.2022","5372","2914","1471","6503","3559,8571","1660,2857"
"5.02.2022","3374","1768","1048","6043,2857","3296,5714","1598"
"6.02.2022","2423","1432","683","5826,8571","3180,8571","1551,1429"
"7.02.2022","4899","2825","1614","5756,7143","3163,4286","1574,4286"
"8.02.2022","2217","1328","704","4455,5714","2482,8571","1277,5714"
"9.02.2022","5465","2872","1718","4139,8571","2299,4286","1242,7143"
"10.02.2022","3125","1864","1223","3839,2857","2143,2857","1208,7143"
"11.02.2022","3231","1695","1199","3533,4286","1969,1429","1169,8571"
"12.02.2022","1774","1092","709","3304,8571","1872,5714","1121,4286"
"13.02.2022","1492","899","581","3171,8571","1796,4286","1106,8571"
"14.02.2022","2995","1627","1279","2899,8571","1625,2857","1059"
"15.02.2022","2004","1095","814","2869,4286","1592","1074,7143"
"16.02.2022","1991","1022","760","2373,1429","1327,7143","937,8571"
"17.02.2022","1446","949","715","2133,2857","1197","865,2857"
"18.02.2022","1553","886","612","1893,5714","1081,4286","781,4286"
"19.02.2022","936","571","391","1773,8571","1007","736"
"20.02.2022","862","513","299","1683,8571","951,8571","695,7143"
"21.02.2022","794","579","443","1369,4286","802,1429","576,2857"
"22.02.2022","895","628","460","1211","735,4286","525,7143"
"23.02.2022","873","610","451","1051,2857","676,5714","481,5714"
"24.02.2022","701","470","395","944,8571","608,1429","435,8571"
"25.02.2022","625","479","357","812,2857","550","399,4286"
"26.02.2022","315","260","171","723,5714","505,5714","368"
"27.02.2022","258","144","151","637,2857","452,8571","346,8571"
"28.02.2022","888","657","559","650,7143","464","363,4286"
"1.03.2022","636","478","442","613,7143","442,5714","360,8571"
"2.03.2022","614","487","389","576,7143","425","352"
"3.03.2022","623","507","381","565,5714","430,2857","350"
"4.03.2022","610","489","400","563,4286","431,7143","356,1429"
"5.03.2022","317","245","214","563,7143","429,5714","362,2857"
"6.03.2022","231","185","188","559,8571","435,4286","367,5714"
"7.03.2022","970","838","739","571,5714","461,2857","393,2857"
"8.03.2022","705","571","493","581,4286","474,5714","400,5714"
"9.03.2022","755","569","524","601,5714","486,2857","419,8571"
"10.03.2022","701","604","485","612,7143","500,1429","434,7143"
"11.03.2022","731","588","538","630","514,2857","454,4286"
"12.03.2022","363","286","252","636,5714","520,1429","459,8571"
"13.03.2022","317","212","209","648,8571","524","462,8571"
"14.03.2022","1400","1011","1027","710,2857","548,7143","504"
"15.03.2022","1016","697","658","754,7143","566,7143","527,5714"
"16.03.2022","969","725","727","785,2857","589","556,5714"
"17.03.2022","925","710","718","817,2857","604,1429","589,8571"
"18.03.2022","1068","708","817","865,4286","621,2857","629,7143"
"19.03.2022","501","351","316","885,1429","630,5714","638,8571"
"20.03.2022","380","240","247","894,1429","634,5714","644,2857"
"21.03.2022","1578","1159","1229","919,5714","655,7143","673,1429"
"22.03.2022","1029","692","888","921,4286","655","706"
"23.03.2022","970","739","863","921,5714","657","725,4286"
"24.03.2022","903","630","741","918,4286","645,5714","728,7143"
"25.03.2022","857","647","810","888,2857","636,8571","727,7143"
"26.03.2022","405","311","338","874,5714","631,1429","730,8571"
"27.03.2022","299","203","226","863","625,8571","727,8571"
"28.03.2022","1260","982","1270","817,5714","600,5714","733,7143"
"29.03.2022","864","646","856","794","594","729,1429"
"30.03.2022","777","571","814","766,4286","570","722,1429"
"31.03.2022","620","549","697","726","558,4286","715,8571"
"1.04.2022","688","510","664","701,8571","538,8571","695"
"2.04.2022","286","199","253","684,8571","522,8571","682,8571"
"3.04.2022","223","179","224","674","519,4286","682,5714"
